submitted_on,water_point_name,latitude,longitude,total_users_of_water_point,water_point_photos,likely_submerged_during_flood,evidence_submerged,evidence_not_submerged,functional_status,pumpable_at_visit,reported_problems,reported_problems_other,water_quality_problems,civil_works_problems,civil_works_photo,pump_problems,pump_problems_other,pump_problems_photo,pump_operational_feel,time_to_pump_20l,strokes_to_yield_water,sediment_presence,electrical_conductivity_magnitude,electrical_conductivity_units,total_dissolved_solids_ppt,ph,fluoride_ppm,ammonia_mg_per_l,nitrate_mg_per_l,free_chlorine_mg_per_l,arsenic_magnitude,arsenic_units,turbidity_magnitude,turbidity_units,temperature_magnitude,temperature_units,temperature_time,comments,sample_type,sample_date,mpn_100ml,upper_95_ci_100ml,health_risk_category,color_change_image
23/11/2019,KAPALA VILLAGE BOREHOLE  03,-15.96566,35.337675,350,https://api.mwater.co/v3/images/e09b92dcab6a43efb2bc6b301022edbc,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,46.681,1,Absent,1197,?S / cm,0.61,7.23,0.2,0.15,0.5,0,0,ppb,5,NTU,30,C,11/26/2019 7:29,The borehole is in good condition,Point of collection,11/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/c5e3b4ec307a4638b7cce56c0bc55011
01/02/2020,KAPALA VILLAGE BOREHOLE  03,-15.96566,35.337675,2500,https://api.mwater.co/v3/images/41d92ec90b8e4965905c072b3cc797da,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,45.955,1,Absent,795,?S / cm,0.39,7.22,0.2,0.7,0.4,0,0,ppb,5,NTU,27.3,C,11/26/2019 7:00,The borehole is in good condition,Point of collection,11/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/c420c652bd544f739636cefed985f68a
16/06/2019,Nthiramanja(thukuwa),-15.96029756,35.34602165,430,https://api.mwater.co/v3/images/ec8e4d10ac6a48aa82528dda1ec3322f,Yes,Local report seeing the water point submerged,NA,Partially functional but in need of repair,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),121.81,2,Absent,385,?S / cm,0.25,7.4,0.2,0.3,0.59,0,0,ppb,5,NTU,28.4,C,11/26/2019 8:41,NA,Point of collection,11/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/af977ee3ea65444d85effcdf6a2c0d10
01/12/2019,Nthiramanja(thukuwa),-15.96029756,35.34602165,150,https://api.mwater.co/v3/images/28eb31cc475a4cd1abdecafc0dc4238a; https://api.mwater.co/v3/images/a55f790fc75646708d2420d72d7ab5ed,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,61.74,1,Absent,1297,?S / cm,0.67,7.55,0.8,0.05,0.5,0,0,ppb,5,NTU,28.1,C,11/26/2019 8:14,The borehole is functioning properly,Point of collection,11/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/55d86599b2654955b4a3ded93efb2647
30/01/2020,Nthiramanja(thukuwa),-15.96029756,35.34602165,642,https://api.mwater.co/v3/images/b1df717d8144482ebab783d6770dd208,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,41.491,3,Absent,146,?S / cm,0.09,7.1,0.2,0.18,0.6,0,5,ppb,5,NTU,27.2,C,11/28/2019 17:03,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/e04f409c2dae431a9d5cf1c3946df68a
21/06/2019,Mbali 01 moswue,-15.93840737,35.3494978,500,https://api.mwater.co/v3/images/2a1d6cb9de5e4195945d801c23a8a08c,No,NA,Local report not seeing the water point submerged,Partially functional but in need of repair,Yes,Leakage from pump/ pedestal,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,63.551,2,Absent,345,?S / cm,0.11,6.9,0.27,0.37,0.52,0,0,ppb,5,NTU,28.1,C,11/28/2019 9:36,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/04d64b468fd84a51849e48f0c1a00995
22/11/2019,Mbali 01 moswue,-15.93840737,35.3494978,350,https://api.mwater.co/v3/images/a5b1f1b6206c4f72a9b1dc41aa7a1aa3,No,NA,Local report not seeing the water point submerged,Partially functional but in need of repair,Yes,Other,Worn out hanger pin and fulcrum pin,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),53.103,5,Absent,238,?S / cm,0.12,7.1,0.2,0.34,0.3,0,0,ppb,5,NTU,32.6,C,11/28/2019 7:13,NA,Point of collection,11/28/2019,1.1,5.16,probably_safe,https://api.mwater.co/v3/images/55e2b8b4f5574ac0b4ac0bd18068b7c6
02/02/2020,Mbali 01 moswue,-15.93840737,35.3494978,300,https://api.mwater.co/v3/images/2d012f064a7743efa80a6da4c57cfa51,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,59.068,2,Absent,257,?S / cm,0.12,6.8,0.23,1,0.35,0,0,ppb,5,NTU,30,C,11/28/2019 7:54,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/c9e4483aaceb4a2fa76f47cd19a17ab3
20/06/2019,Namagunda 02,-15.93873749,35.36932468,380,https://api.mwater.co/v3/images/9df0b56ff5604e8290dc02548f19eb03,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,68.21,1,Absent,202,?S / cm,0.1,6.5,0.25,0.35,0.6,0,0,ppb,5,NTU,29.6,C,11/28/2019 9:09,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/5dd611dcf1a64067a4de18528cd3d188
02/12/2019,Namagunda 02,-15.93873749,35.36932468,125,https://api.mwater.co/v3/images/f9171a3497d14f34b4338ecb8588c459,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,54.431,3,Absent,171,?S / cm,0.08,6.2,0.3,0.39,0.5,0,0,ppb,5,NTU,28.7,C,11/28/2019 8:46,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/e2c55d01e9cc421fa34479c1cd23d395
03/12/2019,Jika (Tukhuwa) borehole 01,-15.9700993,35.3515166,1000,https://api.mwater.co/v3/images/335c30bbca3d440592c4982851940750,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,49.825,2,Absent,492,?S / cm,0.24,7.1,0.4,0.25,1,0,0,ppb,5,NTU,28.1,C,11/27/2019 6:03,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/88fd057a16f545d09d735b64a42318d7
08/02/2020,Jika (Tukhuwa) borehole 01,-15.9700993,35.3515166,250,https://api.mwater.co/v3/images/c9e69ef1f46c47d08a24971a8958e8de,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,56.38,2,Absent,723,?S / cm,0.35,7.2,0.31,0.75,0.8,0,0,ppb,5,NTU,27.4,C,11/27/2019 6:34,NA,Point of collection,11/27/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/500c1461fb0b486e93452e0258bf8861
03/12/2019,Matenje  borehole  01,-15.9677891,35.3570901,300,https://api.mwater.co/v3/images/87df87d6dd20467c8af8d00866039226,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,56.538,2,Absent,501,?S / cm,0.24,6.8,0.3,0.35,0.99,0,0,ppb,5,NTU,28.4,C,11/27/2019 6:55,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/d37a3de5a8be4da4842fb2283bd33fda
05/02/2020,Matenje  borehole  01,-15.9677891,35.3570901,250,https://api.mwater.co/v3/images/1b35ef153d344273bfca9afc4dfd1c3b,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,66.911,3,Absent,465,?S / cm,0.23,7,0.28,0.78,0.3,0,0,ppb,5,NTU,30.4,C,11/27/2019 7:32,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/f953732f46ea4002990b72b5778ea10a
08/07/2019,Khobiri borehole 01,-15.98468136,35.36931932,250,https://api.mwater.co/v3/images/33e41e10bfab44a09d21c82c2bdb5cac,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,66.131,1,Present,1147,?S / cm,0.57,7,0.15,0.15,0.99,0,0,ppb,8,NTU,29.5,C,11/27/2019 8:22,NA,Point of collection,11/27/2019,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/606541b703cf4c308ea10c4b2ae2673a
30/11/2019,Khobiri borehole 01,-15.98468136,35.36931932,150,https://api.mwater.co/v3/images/704eabc5c39346d8a68900b9f7a96d42,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,46.62,2,Absent,820,?S / cm,0.4,6.7,0.14,0.34,0.5,0,0,ppb,5,NTU,28,C,11/27/2019 9:09,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/b538172a39f9434699022dd6fc5299d5
05/02/2020,Khobiri borehole 01,-15.98468136,35.36931932,250,https://api.mwater.co/v3/images/5a2e165a33d844f9a3c17972c21c335d,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,48.472,1,Absent,3239,?S / cm,2.54,6.88,0.2,0.6,0.7,0,0,ppb,5,NTU,27.1,C,11/28/2019 8:28,The borehole is in good condition,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/c17af9f54a8246628cdf58a05d2adfca
12/07/2019,Khobiri borrhole o2,-15.9822216,35.3669676,280,https://api.mwater.co/v3/images/aa7d44b1ad09487f9ec742394234bffb,No,NA,Local report not seeing the water point submerged,Partially functional but in need of repair,Yes,Other,High number of strokes to yield water,NA,NA,NA,NA,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",100.857,43,Present,450,?S / cm,0.21,7.1,0.18,0.25,0.5,0,0,ppb,8,NTU,29,C,11/27/2019 9:37,NA,Point of collection,11/27/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/a9760a3966634cb5b61c6c83aff29f0c
01/12/2019,Khobiri borrhole o2,-15.9822216,35.3669676,1700,https://api.mwater.co/v3/images/9c87ad15050f40acb02b5d20da5df5e5,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,46.19,1,Absent,3487,?S / cm,3.75,6.81,0.2,0.05,0.1,0,0,ppb,5,NTU,30.4,C,11/28/2019 12:39,The borehole is in good condition,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/e896b0ce400c4905bd110b9f9769f4d7
05/02/2020,Khobiri borrhole o2,-15.9822216,35.3669676,150,https://api.mwater.co/v3/images/40ef4afbf970464a878f9684d5c08303,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.783,3,Absent,540,?S / cm,0.26,6.7,0.2,NA,NA,0,0,ppb,5,NTU,32.6,C,11/28/2019 12:07,The borehole is seasonal,Point of collection,11/28/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/931c6648353346298db645f5c4e702f5
19/06/2019,Kunlola   borehole 2,-15.9177267,35.3960817,250,https://api.mwater.co/v3/images/12220ad53df0428f83e98bbecd6bca92,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.597,1,Absent,3328,?S / cm,1.56,6.78,0.2,0.1,0.6,0,0,ppb,5,NTU,33.6,C,11/28/2019 11:17,The borehole is in good condition,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/c80527481f954731b4d7552a31409d1b
26/11/2019,Kunlola   borehole 2,-15.9177267,35.3960817,939,https://api.mwater.co/v3/images/9b49116da5614e85b99e49feb464a961,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.521,1,Absent,3042,?S / cm,1.57,6.85,0.2,0.05,0.4,0,0,ppb,5,NTU,31.6,C,11/28/2019 10:10,The borehole is in good condition,Point of collection,11/29/2019,0,2.87,safe,https://api.mwater.co/v3/images/26fb4b544ef247f59a6828da96d58f8f
06/02/2020,Kunlola   borehole 2,-15.9177267,35.3960817,150,https://api.mwater.co/v3/images/599a787d5f134e9ca5b8de0fce99e104,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,46.691,1,Absent,30529,?S / cm,3.13,6.92,0.2,0.4,0.6,0,0,ppb,5,NTU,31.6,C,11/28/2019 9:03,The borehole is in good condition,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/9c8f8e40430d495891b2cd5c6ae3b287
16/06/2019,Nyalugwe borehore 01,-15.9788143,35.3888644,270,https://api.mwater.co/v3/images/6b724509fbeb436c9ef227cae24a2456,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,45.511,1,Absent,3006,?S / cm,1.72,6.7,0.2,0.7,0.6,0,0,ppb,5,NTU,30.1,C,11/28/2019 9:34,The borehole is in good condition,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/9365441bfb9c4f5b9daea8c3861e6518
24/06/2019,Manjomo Borehole,-15.909075,35.4570332,300,https://api.mwater.co/v3/images/cd5ba552e0254c09b6eb94d0433e9982,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,48.361,2,Absent,193,?S / cm,0.09,6.8,0.2,0.36,0.44,0,0,ppb,5,NTU,29,C,11/27/2019 10:41,NA,Point of collection,11/27/2019,0,2.87,safe,https://api.mwater.co/v3/images/a40fd089f4d048c48afbf7d928e1e348
28/11/2019,Manjomo Borehole,-15.909075,35.4570332,543,https://api.mwater.co/v3/images/423fd4898aac401a909100023952cc06; https://api.mwater.co/v3/images/bc477807602d492d8476d9bfd9b26b25; https://api.mwater.co/v3/images/52c95232d2484c098db0faa31cb894fe,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,77.921,1,Absent,515,?S / cm,0.25,7.63,0.6,0.4,0.2,0,0,ppb,5,NTU,30.2,C,11/28/2019 10:28,NA,Point of collection,11/28/2019,9.6,37.68,possibly_safe,https://api.mwater.co/v3/images/34ee852d82864c92a8d953e9cd7a7d5f
12/02/2020,Manjomo Borehole,-15.909075,35.4570332,1643,https://api.mwater.co/v3/images/ac9464c4aff348968540f0523a8d2540; https://api.mwater.co/v3/images/c9085b08f76c47ae9e2965b7e693289c; https://api.mwater.co/v3/images/74c8c74958334e3386c648d360f1e404; https://api.mwater.co/v3/images/c5e12e626a384cc9934cfdcbdf60ad72,Yes,Local report seeing the water point submerged,NA,Functional,Yes,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,64.171,1,Absent,774,?S / cm,0.38,7.55,0.5,0.2,0.3,0,0,ppb,5,NTU,30.8,C,11/28/2019 9:40,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/c857411e6c454aa5ba52737f5aa91e84
03/07/2019,NEUMBA  BOREHOLE  01,-15.9223283,35.3363117,1359,https://api.mwater.co/v3/images/a070741dd9154f55b00a77291896175d; https://api.mwater.co/v3/images/e2a14bb4639240ef977a991df2192551; https://api.mwater.co/v3/images/761c55cde8e04e18843713246318e7f5,Yes,Local report seeing the water point submerged,NA,Functional,Yes,Water quality,NA,Bad taste,NA,NA,NA,NA,NA,Normal/satisfactory,41.941,1,Absent,860,?S / cm,0.42,7.75,0,0.5,0.2,0,0,ppb,5,NTU,29.1,C,11/28/2019 9:03,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/a2936cf10c7d459796596b5e1c9645d9
29/11/2019,NEUMBA  BOREHOLE  01,-15.9223283,35.3363117,521,https://api.mwater.co/v3/images/5c9d3efe2f9b4d2bbe745ed76caf3feb; https://api.mwater.co/v3/images/19afb63e5fd14b13afa523a5d032b64b; https://api.mwater.co/v3/images/a1c9ce3c474340439921c08fe3a70386,No,NA,Local report not seeing the water point submerged,Functional,Yes,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,68.691,2,Absent,2524,?S / cm,1.31,7.54,0.05,0.5,0.3,0,0,ppb,5,NTU,29.2,C,11/28/2019 12:24,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/6870efcfccf04c308e9f9d926b43965e
07/02/2020,NEUMBA  BOREHOLE  01,-15.9223283,35.3363117,362,https://api.mwater.co/v3/images/1693e6b5f4744b93a30abd439821cda0; https://api.mwater.co/v3/images/634c628363a9409287c58f94a9aff265; https://api.mwater.co/v3/images/20d231cbf21c431182090e2bd5de3408; https://api.mwater.co/v3/images/683a3205adf24b8c922db0f2da72cfd0,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,61.653,1,Absent,926,?S / cm,0.45,7.72,0.5,0.9,0.4,0,5,ppb,5,NTU,30.1,C,11/28/2019 12:44,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/4c2bc410f43840edb55bc2bd2189355c
27/06/2019,John borehole 1,-15.6964315,35.4714933,364,https://api.mwater.co/v3/images/cb650845b35c4362b45d524f455c6113; https://api.mwater.co/v3/images/ce37e0fe343f4b1da4a8e7d1ce93ff0b; https://api.mwater.co/v3/images/483aa21bb40b4338804ea244b4b5bc9d,No,NA,Local report not seeing the water point submerged,Functional,Yes,Water quality,NA,Bad taste,NA,NA,NA,NA,NA,Normal/satisfactory,65.313,1,Absent,2485,?S / cm,1.3,7.47,0.8,1,0.5,0,0,ppb,5,NTU,30.6,C,11/28/2019 12:02,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/f7453b5dad4b452ebef3754b2fe05a23
27/11/2019,John borehole 1,-15.6964315,35.4714933,596,https://api.mwater.co/v3/images/b130a8d8de6948248acc5a66d294ed46; https://api.mwater.co/v3/images/20d2dc107afc4f64b2d86fc3fbf315c3; https://api.mwater.co/v3/images/03e9fae505134622b84a3b975c3e2af3; https://api.mwater.co/v3/images/7a3ad5823c474aa9b219b4e3e2053e72,Yes,Local report seeing the water point submerged,NA,Functional,Yes,"Water quality, Soil erosion or collapse around the water point",NA,Bad taste,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,51.281,1,Absent,3.66,mS / cm,1.96,7.28,2.8,0.5,0.2,0,5,ppb,5,NTU,30,C,11/28/2019 8:34,The borehole has broken soak way pit,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/f00ed0a0d14f42388a73cb7211eb1652
09/02/2020,John borehole 1,-15.6964315,35.4714933,350,https://api.mwater.co/v3/images/641e634f9a1840ec802e02afe292b0b1; https://api.mwater.co/v3/images/e140157bf7024b1eb0a589924c64f873; https://api.mwater.co/v3/images/dd0be95e265b48eb90f28f44cdda7bf4,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,77.151,2,Absent,820,?S / cm,0.4,7.37,0,0.1,0.3,0,0,ppb,5,NTU,30.2,C,11/28/2019 11:16,NA,Point of collection,11/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/d358bc0c8309467a85fcc6aef33c5a16
04/07/2019,John borehole 2,-15.6906683,35.4634666,386,https://api.mwater.co/v3/images/79d45132b5994dc0a3c7eea37a82365e,No,NA,"Local report not seeing the water point submerged, Lack of any fresh debris, mud, or water lines",Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,50.921,3,Absent,234,?S / cm,0.12,6.8,0.41,0.05,0.1,0,0,ppb,10,NTU,29.5,C,11/21/2019 16:22,The soak way needs draining,Point of collection,11/21/2019,9.6,37.68,possibly_safe,https://api.mwater.co/v3/images/058993f3eee8484ab7b7bf0d7c8bb2e8
28/06/2019,Naveya borehole,-15.6861807,35.4909948,589,https://api.mwater.co/v3/images/c3bac25aaf0d4f4796d433ac14525eb9,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,99.7,2,Absent,643,?S / cm,0.31,7.1,0.3,0.2,0.38,0.02,0,ppb,5,NTU,28.6,C,11/23/2019 13:14,NA,Point of collection,11/22/2019,0,2.87,safe,https://api.mwater.co/v3/images/a19573f8ea464ece8752da2805967d1d
28/11/2019,Naveya borehole,-15.6861807,35.4909948,658,https://api.mwater.co/v3/images/04e8235b86c246a38e7a212a15964de6; https://api.mwater.co/v3/images/8619376db45840a798593817c13d71b0; https://api.mwater.co/v3/images/d4c9296e823d4608a8063a750268b5b4,No,NA,"Lack of any fresh debris, mud, or water lines, Local report not seeing the water point submerged",Partially functional but in need of repair,Yes,"Water quality, Other",Water is too dirty for consumption,Salinity / saltiness,NA,NA,NA,NA,NA,Normal/satisfactory,104.36,6,Present,604,?S / cm,0.03,7.2,0.35,0.18,0.5,0,0,ppb,400,NTU,30.4,C,11/23/2019 13:02,NA,Point of collection,11/22/2019,2.6,8.51,probably_safe,https://api.mwater.co/v3/images/5b5ee0789e54432893fc4113b6cadaa6
02/02/2020,Naveya borehole,-15.6861807,35.4909948,260,https://api.mwater.co/v3/images/b5f76cc3f62146a789550ebc57b72c18,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,58.631,2,Absent,291,?S / cm,0.13,6.9,0.23,0.28,0.49,0,0,ppb,5,NTU,27.9,C,11/29/2019 8:38,NA,Point of collection,11/29/2019,0,2.87,safe,https://api.mwater.co/v3/images/6156a69ac4ea48549003fc87c9f02daa
22/06/2019,Chinama borehole 2,-15.7022731,35.4441046,260,https://api.mwater.co/v3/images/f5b7509149c8483889200046056434e5,No,NA,Local report not seeing the water point submerged,Not functional,NA,Other,Friction of rods. Was dismantled to avoid theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point of collection,11/26/2019,NA,NA,NA,NA
02/12/2019,Chinama borehole 2,-15.7022731,35.4441046,350,https://api.mwater.co/v3/images/5eb9b0aa9c814bceb242a69ed88376ac,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,73.183,2,Absent,396,?S / cm,0.28,7.4,0.29,0.35,0.6,0,0,ppb,5,NTU,29.1,C,11/26/2019 8:11,NA,Point of collection,11/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/f0b7860cb5e449a78b8aafa6f3fe3f99
09/02/2020,Chinama borehole 2,-15.7022731,35.4441046,250,https://api.mwater.co/v3/images/161d67d23c4c4c3991e241fc16fa38d7,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,57.421,1,Absent,489,?S / cm,0.24,7.2,0.17,0.4,0.35,0,0,ppb,5,NTU,31.6,C,11/25/2019 9:38,NA,Point of collection,11/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/e90bc038dae147619864864be771cd80
22/06/2019,Chinama borehole 3,-15.7037548,35.4449434,300,https://api.mwater.co/v3/images/db4e404d08d94850a2f1c8531c4babbe,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,44.266,2,Absent,313,?S / cm,0.15,7.7,0.09,0.35,0.11,0,0,ppb,5,NTU,33,C,11/25/2019 9:14,NA,Point of collection,11/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/40a188f3ec3742fd82529e31c88d5f66
28/11/2019,Chinama borehole 3,-15.7037548,35.4449434,500,https://api.mwater.co/v3/images/f33881bf437b4143a2fffd7be92f3817,Yes,Local report seeing the water point submerged,NA,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,50.02,2,Absent,630,?S / cm,0.3,7.3,0.2,0.35,0.5,0,0,ppb,5,NTU,30,C,11/25/2019 10:24,NA,Point of collection,11/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/8432c61b9fa84c6d92e67c4ebe4ec0ea
10/02/2020,Chinama borehole 3,-15.7037548,35.4449434,150,https://api.mwater.co/v3/images/2736f12d62834913be09297205a684e9,No,NA,Local report not seeing the water point submerged,Functional,Yes,No problems,NA,NA,NA,NA,NA,NA,NA,Normal/satisfactory,57.706,2,Absent,233,?S / cm,0.11,6.5,0.24,0.26,0.57,0,0,ppb,5,NTU,29.7,C,11/29/2019 8:03,NA,Point of collection,11/29/2019,0,2.87,safe,https://api.mwater.co/v3/images/d3e89b3b8da8402388442b13860ec84a
